_ID;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
3683;42;blue-collar;married;secondary;no;179;yes;no;cellular;17;nov;96;1;-1;0;unknown;no
3684;30;admin.;single;tertiary;no;305;no;no;cellular;30;apr;633;1;85;2;success;yes
3685;33;management;single;tertiary;no;-67;yes;no;unknown;5;may;364;1;-1;0;unknown;no
3686;41;admin.;married;secondary;no;4539;no;no;unknown;30;may;298;3;-1;0;unknown;no
3687;29;blue-collar;single;secondary;no;770;yes;no;cellular;17;apr;341;1;-1;0;unknown;no
3688;38;unemployed;married;secondary;no;-673;yes;no;unknown;26;may;364;1;-1;0;unknown;no
3689;29;technician;married;tertiary;no;858;yes;no;cellular;12;jun;234;7;330;1;failure;no
3690;80;housemaid;married;primary;no;0;no;no;cellular;23;feb;639;1;189;1;failure;yes
3691;38;management;single;tertiary;no;5244;no;no;cellular;8;aug;310;4;-1;0;unknown;no
3692;36;blue-collar;divorced;primary;no;117;yes;no;unknown;2;jun;123;4;-1;0;unknown;no
3693;38;self-employed;married;tertiary;no;846;no;no;cellular;2;jun;253;1;-1;0;unknown;no
3694;44;management;married;secondary;yes;0;yes;no;cellular;11;jul;96;2;-1;0;unknown;no
3695;31;management;married;tertiary;no;1331;no;no;cellular;30;apr;297;1;86;3;success;yes
3696;31;services;single;secondary;no;31;yes;yes;unknown;26;may;501;2;-1;0;unknown;no
3697;57;admin.;divorced;primary;no;179;yes;no;cellular;15;may;67;1;368;2;failure;no
3698;37;blue-collar;married;primary;no;543;yes;no;unknown;21;may;281;1;-1;0;unknown;no
3699;50;blue-collar;married;secondary;no;253;yes;yes;cellular;5;may;475;2;-1;0;unknown;no
3700;60;retired;married;primary;no;71188;no;no;cellular;6;oct;205;1;-1;0;unknown;no
3701;51;management;married;tertiary;no;5108;yes;no;cellular;8;oct;272;1;102;8;other;no
3702;48;blue-collar;married;secondary;no;1738;yes;no;cellular;15;apr;349;1;-1;0;unknown;no
3703;42;blue-collar;married;primary;no;-97;yes;no;cellular;3;feb;216;4;271;5;failure;no
3704;36;blue-collar;married;secondary;no;199;yes;no;cellular;9;jul;183;1;-1;0;unknown;no
3705;43;management;married;tertiary;no;489;yes;no;cellular;8;may;130;1;172;2;other;no
3706;31;admin.;married;primary;no;355;yes;yes;unknown;4;jun;61;6;-1;0;unknown;no
3707;49;technician;single;secondary;no;-97;yes;no;unknown;6;jun;92;2;-1;0;unknown;no
3708;35;management;divorced;tertiary;no;473;no;yes;cellular;5;aug;37;2;-1;0;unknown;no
3709;44;entrepreneur;married;secondary;no;6649;yes;no;cellular;19;nov;354;2;-1;0;unknown;no
3710;34;self-employed;married;tertiary;no;263;no;no;cellular;4;may;203;1;78;8;other;no
3711;46;blue-collar;married;secondary;no;781;no;no;unknown;13;may;152;1;-1;0;unknown;no
3712;49;blue-collar;married;primary;no;1032;yes;no;unknown;2;jun;41;5;-1;0;unknown;no
3713;32;blue-collar;married;secondary;no;119;no;no;cellular;4;may;20;5;-1;0;unknown;no
3714;35;management;divorced;tertiary;no;434;yes;no;cellular;11;may;277;1;271;2;success;no
3715;51;admin.;married;secondary;no;2967;no;no;unknown;17;jun;83;2;-1;0;unknown;no
3716;57;retired;divorced;secondary;no;-331;yes;no;unknown;6;may;531;1;-1;0;unknown;no
3717;59;management;married;tertiary;no;1585;no;no;telephone;28;aug;91;5;-1;0;unknown;no
3718;40;services;divorced;unknown;no;4384;yes;no;unknown;5;may;315;1;-1;0;unknown;no
3719;49;management;single;tertiary;no;588;no;no;cellular;28;aug;70;9;-1;0;unknown;no
3720;51;management;married;secondary;no;3180;yes;no;cellular;9;jul;384;1;-1;0;unknown;no
3721;35;admin.;married;secondary;yes;0;no;yes;unknown;4;jul;105;3;-1;0;unknown;no
3722;29;self-employed;married;secondary;no;-76;yes;no;unknown;27;may;305;2;-1;0;unknown;no
3723;32;services;single;secondary;no;152;yes;no;cellular;25;may;158;2;-1;0;unknown;yes
3724;37;housemaid;divorced;secondary;no;1040;yes;no;cellular;13;may;199;1;173;2;failure;no
3725;49;unemployed;married;primary;no;-384;yes;no;unknown;27;may;25;1;-1;0;unknown;no
3726;45;technician;married;unknown;no;473;yes;no;unknown;27;may;147;1;-1;0;unknown;no
3727;34;technician;single;secondary;no;475;yes;no;cellular;29;jul;538;8;-1;0;unknown;no
3728;53;technician;married;secondary;no;0;no;no;cellular;22;aug;77;9;-1;0;unknown;no
3729;42;entrepreneur;married;primary;no;149;no;no;cellular;20;aug;94;2;-1;0;unknown;no
3730;43;technician;married;secondary;no;3285;yes;no;unknown;13;may;1721;2;-1;0;unknown;yes
3731;52;retired;married;secondary;no;424;no;no;cellular;19;nov;143;1;154;3;failure;no
3732;34;blue-collar;single;secondary;no;79;no;yes;cellular;20;nov;104;1;-1;0;unknown;no
3733;34;technician;divorced;tertiary;no;674;yes;no;cellular;7;aug;587;2;-1;0;unknown;yes
3734;27;services;married;secondary;no;0;yes;no;cellular;22;jul;1608;13;-1;0;unknown;yes
3735;43;unemployed;married;tertiary;no;58;yes;no;cellular;9;feb;48;4;-1;0;unknown;no
3736;41;technician;married;tertiary;no;532;yes;no;cellular;9;jul;74;1;-1;0;unknown;no
3737;72;retired;married;secondary;no;4130;no;no;cellular;12;nov;427;1;-1;0;unknown;no
3738;35;blue-collar;married;primary;no;422;yes;no;cellular;14;may;73;1;-1;0;unknown;no
3739;41;management;married;tertiary;no;437;yes;no;unknown;3;jun;14;21;-1;0;unknown;no
3740;36;blue-collar;divorced;primary;no;-308;yes;no;cellular;12;may;725;1;-1;0;unknown;yes
3741;51;housemaid;married;primary;no;30;yes;no;cellular;14;jul;333;2;-1;0;unknown;no
3742;37;self-employed;married;tertiary;no;137;no;no;cellular;13;aug;244;6;-1;0;unknown;no
3743;42;admin.;single;secondary;no;-247;yes;yes;telephone;21;oct;519;1;166;1;other;yes
3744;26;admin.;single;secondary;no;321;yes;no;cellular;22;jul;242;7;-1;0;unknown;no
3745;23;services;single;secondary;no;250;yes;no;cellular;18;may;222;1;-1;0;unknown;no
3746;50;management;married;tertiary;no;-470;yes;no;cellular;19;nov;130;2;160;1;failure;no
3747;37;blue-collar;married;secondary;no;140;yes;yes;cellular;7;may;490;1;-1;0;unknown;no
3748;35;management;married;tertiary;no;2793;no;no;cellular;20;nov;258;2;-1;0;unknown;no
3749;37;management;married;tertiary;no;410;no;no;cellular;29;jan;337;2;-1;0;unknown;no
3750;79;retired;divorced;unknown;no;2628;no;no;telephone;8;jul;220;7;450;2;failure;no
3751;39;technician;married;secondary;no;116;no;no;cellular;24;aug;79;2;94;2;success;no
3752;47;services;married;secondary;no;0;yes;no;telephone;9;jul;250;1;-1;0;unknown;no
3753;44;blue-collar;married;secondary;no;878;yes;no;cellular;2;jun;130;1;-1;0;unknown;no
3754;36;management;single;tertiary;no;2944;no;no;cellular;18;aug;882;8;-1;0;unknown;yes
3755;33;blue-collar;single;secondary;no;3975;yes;yes;cellular;17;apr;515;1;150;1;other;no
3756;42;services;married;secondary;no;96;yes;no;cellular;5;may;238;3;340;2;failure;no
3757;35;technician;single;tertiary;no;2288;no;no;telephone;28;may;32;2;-1;0;unknown;no
3758;31;blue-collar;married;secondary;no;472;yes;no;unknown;13;may;907;2;-1;0;unknown;no
3759;58;services;married;primary;no;65;no;no;unknown;27;jun;162;1;-1;0;unknown;no
3760;46;management;married;tertiary;no;0;no;no;unknown;7;may;70;2;-1;0;unknown;no
3761;41;admin.;single;secondary;no;400;yes;no;unknown;4;jun;99;6;-1;0;unknown;no
3762;58;technician;married;secondary;no;7495;yes;no;unknown;13;may;325;1;-1;0;unknown;no
3763;33;blue-collar;married;secondary;no;137;no;yes;cellular;18;jul;305;12;-1;0;unknown;no
3764;31;unemployed;married;secondary;no;24;yes;no;cellular;19;nov;631;1;-1;0;unknown;no
3765;55;technician;divorced;secondary;no;3450;no;no;cellular;10;feb;169;1;183;1;failure;yes
3766;38;technician;single;secondary;no;311;yes;no;cellular;28;may;61;2;-1;0;unknown;no
3767;55;housemaid;married;secondary;no;139;no;no;cellular;22;aug;256;2;-1;0;unknown;no
3768;47;management;single;tertiary;no;0;no;no;unknown;11;jun;58;3;-1;0;unknown;no
3769;51;housemaid;married;primary;no;492;yes;no;unknown;20;may;142;3;-1;0;unknown;no
3770;46;management;single;tertiary;no;334;yes;no;telephone;4;may;36;6;90;2;other;no
3771;61;management;married;tertiary;no;997;no;no;cellular;10;mar;106;1;-1;0;unknown;yes
3772;47;management;single;tertiary;no;440;no;no;cellular;21;aug;71;4;-1;0;unknown;no
3773;34;technician;married;secondary;no;47;no;no;cellular;25;aug;132;6;-1;0;unknown;no
3774;34;blue-collar;married;secondary;no;1298;yes;no;unknown;20;may;120;1;-1;0;unknown;no
3775;41;management;divorced;tertiary;no;3355;no;no;cellular;14;oct;181;2;500;1;failure;no
3776;36;blue-collar;divorced;secondary;no;-11;no;no;unknown;5;jun;152;2;-1;0;unknown;no
3777;26;blue-collar;single;secondary;no;396;yes;no;unknown;28;may;302;1;-1;0;unknown;no
3778;35;management;married;tertiary;no;8;no;no;cellular;23;apr;93;3;-1;0;unknown;yes
3779;36;blue-collar;married;secondary;no;1409;no;no;unknown;17;jun;235;2;-1;0;unknown;no
3780;26;management;single;tertiary;no;170;no;no;cellular;15;jun;129;1;-1;0;unknown;yes
3781;58;management;married;primary;no;2769;yes;no;cellular;11;jul;94;2;-1;0;unknown;no
3782;50;blue-collar;married;secondary;no;2320;yes;no;cellular;7;apr;310;1;-1;0;unknown;no
3783;61;retired;married;secondary;no;76;yes;no;cellular;15;jul;195;7;-1;0;unknown;no
3784;28;technician;single;secondary;no;2034;yes;no;unknown;21;may;196;1;-1;0;unknown;no
3785;49;blue-collar;single;primary;no;3018;yes;no;unknown;15;may;93;1;-1;0;unknown;no
3786;74;retired;married;secondary;no;921;no;no;telephone;17;apr;394;2;-1;0;unknown;yes
3787;53;blue-collar;married;secondary;no;483;yes;no;cellular;3;feb;288;3;-1;0;unknown;no
3788;46;self-employed;married;secondary;no;390;yes;no;cellular;31;jul;208;2;-1;0;unknown;no
3789;47;management;married;tertiary;no;0;no;no;cellular;27;oct;508;1;-1;0;unknown;yes
3790;42;blue-collar;single;primary;no;92;no;no;cellular;30;jul;86;2;-1;0;unknown;no
3791;56;services;married;secondary;no;22196;yes;no;cellular;21;nov;189;1;-1;0;unknown;no
3792;42;technician;married;secondary;no;2;no;no;unknown;29;may;249;2;-1;0;unknown;no
3793;49;housemaid;married;primary;no;249;yes;no;cellular;21;nov;450;1;-1;0;unknown;no
3794;43;unemployed;single;unknown;no;3274;yes;no;cellular;22;may;680;1;95;1;failure;no
3795;39;services;married;secondary;no;5731;yes;no;unknown;20;may;175;2;-1;0;unknown;no
3796;66;retired;married;primary;no;206;no;no;cellular;9;feb;479;1;-1;0;unknown;yes
3797;30;technician;single;tertiary;no;2325;no;no;cellular;5;apr;270;3;241;4;other;no
3798;38;management;single;tertiary;no;0;no;no;cellular;24;jul;164;1;-1;0;unknown;no
3799;31;blue-collar;married;secondary;no;1664;yes;no;cellular;20;apr;158;1;182;1;success;no
3800;32;technician;married;secondary;no;3333;no;no;cellular;8;aug;50;4;-1;0;unknown;no
3801;48;technician;married;secondary;no;7020;no;no;cellular;6;aug;80;2;-1;0;unknown;no
3802;34;admin.;married;tertiary;no;37;no;no;cellular;6;feb;45;1;-1;0;unknown;no
3803;28;student;single;secondary;no;28;no;no;cellular;29;jan;220;2;-1;0;unknown;no
3804;40;admin.;single;secondary;no;1670;yes;no;unknown;18;jun;161;2;-1;0;unknown;no
3805;36;entrepreneur;married;secondary;no;134;no;no;unknown;20;may;98;1;-1;0;unknown;no
3806;52;retired;married;secondary;no;603;no;yes;unknown;9;jun;79;1;-1;0;unknown;no
3807;46;admin.;married;primary;no;276;yes;yes;unknown;6;may;157;2;-1;0;unknown;no
3808;25;technician;single;secondary;no;2157;yes;no;cellular;21;jul;339;1;-1;0;unknown;no
3809;52;blue-collar;married;secondary;no;161;yes;no;unknown;13;may;274;2;-1;0;unknown;no
3810;40;blue-collar;married;primary;no;3658;yes;no;unknown;14;may;977;1;-1;0;unknown;no
3811;26;management;divorced;tertiary;yes;-402;no;yes;unknown;12;may;127;2;-1;0;unknown;no
3812;26;blue-collar;single;primary;no;3342;yes;no;unknown;4;jun;329;4;-1;0;unknown;no
3813;35;self-employed;single;secondary;no;1732;no;no;telephone;21;nov;1441;3;-1;0;unknown;no
3814;40;admin.;single;secondary;no;263;yes;no;unknown;6;may;231;1;-1;0;unknown;no
3815;31;management;married;tertiary;no;623;yes;no;cellular;13;may;96;2;349;5;failure;no
3816;32;admin.;married;secondary;no;3540;yes;no;cellular;18;may;213;1;178;1;failure;no
3817;33;admin.;married;secondary;no;95;yes;no;cellular;30;apr;335;1;-1;0;unknown;yes
3818;53;services;divorced;secondary;no;765;yes;no;cellular;14;may;959;3;174;7;other;yes
3819;46;technician;divorced;secondary;no;-824;yes;no;cellular;7;aug;429;3;-1;0;unknown;yes
3820;28;management;single;tertiary;no;5549;no;no;cellular;28;jul;383;6;-1;0;unknown;no
3821;31;blue-collar;married;secondary;no;191;yes;no;unknown;2;jun;40;1;-1;0;unknown;no
3822;44;blue-collar;married;primary;no;420;yes;no;unknown;7;may;110;2;-1;0;unknown;no
3823;35;admin.;married;secondary;no;0;no;no;unknown;7;may;326;1;-1;0;unknown;no
3824;50;technician;divorced;unknown;no;2706;yes;no;unknown;28;may;179;3;-1;0;unknown;no
3825;32;technician;married;secondary;yes;4;yes;yes;cellular;25;aug;132;8;-1;0;unknown;no
3826;51;admin.;married;secondary;no;423;yes;yes;cellular;16;oct;95;1;-1;0;unknown;no
3827;51;management;married;tertiary;no;-892;yes;yes;cellular;14;aug;248;2;-1;0;unknown;no
3828;31;blue-collar;married;unknown;no;-120;yes;no;cellular;3;feb;100;3;201;2;failure;no
3829;41;admin.;divorced;secondary;no;-365;yes;no;unknown;28;may;226;10;-1;0;unknown;no
3830;57;technician;married;tertiary;no;27069;no;yes;unknown;20;jun;174;3;-1;0;unknown;no
3831;34;management;single;tertiary;no;8038;yes;no;cellular;20;apr;29;3;152;1;failure;no
3832;47;technician;married;secondary;no;-938;yes;no;unknown;28;may;176;2;-1;0;unknown;no
3833;47;admin.;divorced;secondary;no;1139;yes;no;cellular;11;jul;106;2;-1;0;unknown;no
3834;36;self-employed;married;secondary;no;189;yes;no;cellular;19;nov;136;1;120;1;failure;no
3835;29;housemaid;single;tertiary;no;19;no;no;cellular;5;feb;110;2;64;2;success;yes
3836;39;technician;married;secondary;no;3663;no;no;cellular;11;aug;230;3;-1;0;unknown;no
3837;53;blue-collar;single;unknown;no;0;no;no;unknown;12;may;140;7;-1;0;unknown;no
3838;47;blue-collar;married;secondary;yes;-614;yes;no;unknown;26;may;118;2;-1;0;unknown;no
3839;51;technician;divorced;secondary;no;2323;yes;yes;cellular;18;aug;151;10;-1;0;unknown;no
3840;48;blue-collar;married;secondary;no;425;yes;no;telephone;9;jul;693;2;-1;0;unknown;no
3841;32;technician;married;secondary;no;5122;no;no;cellular;13;aug;31;1;-1;0;unknown;no
3842;36;management;divorced;tertiary;no;608;no;no;cellular;26;aug;125;2;-1;0;unknown;no
3843;50;unknown;married;primary;no;341;yes;yes;cellular;20;apr;670;4;340;2;success;yes
3844;39;admin.;married;secondary;no;607;yes;no;cellular;12;may;454;2;364;3;failure;yes
3845;31;blue-collar;married;secondary;no;1495;yes;yes;unknown;23;may;159;3;-1;0;unknown;no
3846;49;admin.;married;secondary;no;381;no;no;cellular;5;aug;504;2;-1;0;unknown;no
3847;33;unemployed;divorced;secondary;no;385;no;no;telephone;27;aug;29;28;-1;0;unknown;no
3848;26;management;single;tertiary;no;1274;yes;no;cellular;1;jun;190;1;84;1;failure;no
3849;27;blue-collar;married;secondary;no;362;yes;no;unknown;14;may;332;2;-1;0;unknown;no
3850;51;blue-collar;married;primary;no;377;yes;no;telephone;3;feb;143;4;272;1;failure;no
3851;26;admin.;single;secondary;no;802;no;no;cellular;30;jan;77;1;2;2;other;no
3852;45;admin.;married;secondary;no;194;no;no;cellular;31;jul;517;4;-1;0;unknown;no
3853;54;technician;married;secondary;no;-315;no;yes;cellular;10;jul;2029;1;-1;0;unknown;yes
3854;49;technician;married;tertiary;no;1843;yes;no;cellular;25;may;269;1;-1;0;unknown;no
3855;47;technician;married;secondary;no;-9;no;no;cellular;14;aug;457;2;-1;0;unknown;no
3856;42;housemaid;married;primary;no;83;no;yes;cellular;7;aug;184;1;-1;0;unknown;no
3857;50;entrepreneur;married;tertiary;no;433;yes;no;cellular;18;may;47;4;-1;0;unknown;no
3858;37;admin.;married;secondary;no;-107;yes;no;unknown;28;may;158;2;-1;0;unknown;no
3859;54;blue-collar;married;primary;no;4503;no;no;telephone;21;nov;168;3;-1;0;unknown;no
3860;40;services;married;secondary;no;51;yes;no;cellular;11;may;50;1;-1;0;unknown;no
3861;50;services;married;secondary;no;961;no;yes;cellular;14;aug;757;4;-1;0;unknown;no
3862;57;retired;married;secondary;no;49;yes;yes;cellular;25;aug;93;4;-1;0;unknown;no
3863;33;technician;married;secondary;no;3470;no;no;cellular;11;aug;285;2;-1;0;unknown;no
3864;49;technician;married;secondary;no;-147;yes;no;cellular;20;apr;390;1;-1;0;unknown;no
3865;35;services;married;secondary;no;0;yes;no;cellular;18;may;146;2;-1;0;unknown;no
3866;28;blue-collar;single;secondary;no;0;yes;no;unknown;28;may;386;1;-1;0;unknown;no
3867;58;management;married;tertiary;no;172;no;no;cellular;19;aug;145;7;-1;0;unknown;no
3868;31;admin.;single;secondary;no;-407;no;yes;cellular;7;jul;230;1;-1;0;unknown;no
3869;36;management;divorced;tertiary;no;649;no;no;cellular;16;jul;237;2;91;1;failure;no
3870;49;blue-collar;single;primary;no;1040;no;no;cellular;8;jul;474;2;-1;0;unknown;no
3871;30;unemployed;married;secondary;no;142;yes;no;unknown;20;may;350;4;-1;0;unknown;no
3872;29;services;single;secondary;no;209;yes;no;cellular;28;jul;487;7;-1;0;unknown;no
3873;50;management;married;unknown;no;3304;no;no;unknown;5;jun;1009;2;-1;0;unknown;no
3874;26;student;single;tertiary;no;294;no;no;cellular;5;mar;87;1;91;2;success;yes
3875;27;housemaid;married;secondary;no;4848;yes;yes;telephone;23;jul;82;3;-1;0;unknown;no
3876;32;blue-collar;single;secondary;no;1670;yes;no;cellular;18;may;183;1;-1;0;unknown;no
3877;62;unknown;married;secondary;no;367;no;no;telephone;2;mar;139;5;-1;0;unknown;no
3878;34;blue-collar;single;secondary;no;13683;yes;no;unknown;3;jun;115;3;-1;0;unknown;no
3879;25;admin.;single;tertiary;no;1420;no;no;cellular;8;apr;124;2;-1;0;unknown;no
3880;34;management;single;tertiary;no;340;yes;no;unknown;3;jun;633;28;-1;0;unknown;no
3881;44;technician;single;secondary;no;1679;no;no;telephone;20;oct;718;1;-1;0;unknown;yes
3882;38;management;married;tertiary;no;1198;yes;no;cellular;2;feb;63;1;-1;0;unknown;no
3883;57;admin.;married;secondary;no;169;no;no;cellular;14;aug;180;1;106;2;failure;no
3884;36;self-employed;married;tertiary;no;506;no;no;cellular;25;aug;47;1;120;1;failure;no
3885;41;entrepreneur;married;secondary;no;1249;yes;no;cellular;9;jul;391;1;-1;0;unknown;no
3886;36;management;single;tertiary;no;678;no;yes;unknown;4;jul;85;3;-1;0;unknown;no
3887;27;management;single;tertiary;no;212;yes;no;cellular;15;may;373;1;-1;0;unknown;no
3888;37;technician;divorced;secondary;no;23;no;no;cellular;20;aug;289;2;-1;0;unknown;no
3889;47;management;single;tertiary;no;4402;no;no;telephone;10;dec;805;1;190;1;other;yes
3890;31;services;divorced;primary;no;459;yes;no;cellular;7;may;623;1;293;1;success;yes
3891;39;self-employed;married;secondary;no;4722;yes;no;unknown;17;jun;483;1;-1;0;unknown;no
3892;35;admin.;divorced;tertiary;no;1555;yes;no;unknown;9;may;26;2;-1;0;unknown;no
3893;40;blue-collar;married;secondary;no;61;yes;no;unknown;7;may;112;3;-1;0;unknown;no
3894;38;management;single;tertiary;no;0;yes;no;cellular;17;nov;213;2;-1;0;unknown;no
3895;31;technician;married;secondary;no;3706;yes;no;cellular;20;nov;129;1;-1;0;unknown;no
3896;36;blue-collar;married;primary;no;1177;no;no;cellular;15;apr;330;1;311;4;success;yes
3897;53;management;married;primary;no;2096;no;no;unknown;9;jun;104;1;-1;0;unknown;no
3898;59;blue-collar;married;primary;no;748;no;no;unknown;29;may;184;1;-1;0;unknown;no
3899;29;management;single;tertiary;no;3357;no;no;cellular;21;jul;120;3;-1;0;unknown;no
3900;30;admin.;single;secondary;no;3809;yes;no;unknown;3;jun;159;4;-1;0;unknown;no
3901;52;admin.;married;secondary;no;395;yes;no;unknown;15;may;391;3;-1;0;unknown;no
3902;55;blue-collar;married;secondary;no;1011;yes;no;cellular;12;aug;112;2;-1;0;unknown;no
3903;56;blue-collar;married;primary;no;420;yes;no;unknown;9;may;76;1;-1;0;unknown;no
3904;32;admin.;married;secondary;no;76;yes;no;unknown;21;may;189;2;-1;0;unknown;no
3905;24;blue-collar;married;secondary;no;0;no;no;unknown;28;may;94;1;-1;0;unknown;no
3906;51;blue-collar;married;primary;no;844;yes;no;unknown;29;may;184;3;-1;0;unknown;no
3907;36;management;married;tertiary;no;1318;yes;no;cellular;7;aug;100;2;-1;0;unknown;no
3908;36;technician;married;tertiary;no;167;yes;no;cellular;28;jan;57;1;-1;0;unknown;no
3909;42;management;married;tertiary;no;2187;yes;no;cellular;17;nov;525;3;-1;0;unknown;yes
3910;49;admin.;married;secondary;no;14440;yes;no;cellular;21;nov;60;1;-1;0;unknown;no
3911;48;management;married;secondary;no;2294;yes;no;unknown;26;may;251;11;-1;0;unknown;no
3912;36;management;married;secondary;no;80;yes;no;unknown;30;may;251;3;-1;0;unknown;no
3913;48;management;married;primary;no;2537;no;no;cellular;26;aug;219;6;-1;0;unknown;no
3914;30;technician;married;tertiary;no;569;no;no;cellular;27;aug;976;12;-1;0;unknown;yes
3915;27;management;single;tertiary;yes;0;no;yes;cellular;8;jul;46;1;-1;0;unknown;no
3916;38;entrepreneur;married;tertiary;no;0;yes;no;cellular;18;nov;185;3;-1;0;unknown;no
3917;36;technician;single;secondary;yes;12;no;no;cellular;12;aug;587;2;-1;0;unknown;yes
3918;45;technician;married;secondary;no;49;no;no;cellular;29;jul;65;2;-1;0;unknown;no
3919;44;housemaid;married;tertiary;no;460;no;no;unknown;17;jun;491;1;-1;0;unknown;no
3920;42;technician;married;secondary;no;613;yes;no;cellular;11;may;432;2;-1;0;unknown;no
3921;37;entrepreneur;married;tertiary;no;7944;no;no;cellular;21;nov;102;1;-1;0;unknown;no
3922;48;blue-collar;married;secondary;no;1143;yes;no;cellular;17;apr;264;1;317;1;failure;no
3923;57;retired;married;primary;no;-464;yes;no;cellular;4;feb;75;1;190;6;failure;no
3924;44;services;married;secondary;no;1989;yes;yes;cellular;20;apr;106;2;-1;0;unknown;no
3925;48;technician;married;secondary;no;17;yes;yes;cellular;17;nov;81;1;-1;0;unknown;no
3926;56;retired;married;primary;no;-1;no;no;cellular;27;aug;89;23;-1;0;unknown;no
3927;37;management;married;tertiary;no;1698;yes;no;unknown;6;jun;95;2;-1;0;unknown;no
3928;47;blue-collar;married;secondary;no;5306;yes;no;unknown;15;may;322;1;-1;0;unknown;no
3929;54;housemaid;married;unknown;no;0;no;no;cellular;14;apr;94;5;145;3;other;no
3930;51;retired;divorced;secondary;no;1679;no;no;cellular;12;aug;417;1;365;9;other;yes
3931;47;admin.;married;secondary;no;3676;no;no;cellular;18;oct;567;1;95;3;success;yes
3932;25;management;married;tertiary;no;-242;yes;yes;cellular;18;may;600;4;332;4;other;yes
3933;39;services;single;secondary;no;471;no;no;unknown;15;oct;5;1;-1;0;unknown;no
3934;40;management;married;tertiary;no;8902;yes;no;cellular;14;aug;464;5;-1;0;unknown;no
3935;38;management;single;tertiary;no;1704;no;no;cellular;1;sep;222;1;-1;0;unknown;no
3936;34;management;married;tertiary;no;3050;yes;no;cellular;13;may;469;1;-1;0;unknown;yes
3937;53;housemaid;married;primary;no;2581;no;no;cellular;15;apr;99;1;-1;0;unknown;no
3938;32;services;married;secondary;no;162;yes;no;unknown;14;may;297;2;-1;0;unknown;no
3939;35;blue-collar;married;secondary;no;243;yes;no;cellular;20;apr;41;3;-1;0;unknown;no
3940;24;student;single;secondary;no;1847;no;no;cellular;9;dec;390;1;-1;0;unknown;no
3941;58;blue-collar;married;primary;no;0;yes;no;unknown;29;may;535;2;-1;0;unknown;no
3942;49;management;married;primary;no;3371;no;no;cellular;11;nov;269;2;-1;0;unknown;yes
3943;45;services;single;secondary;no;1757;yes;no;cellular;20;apr;1010;3;326;1;other;no
3944;55;management;married;tertiary;no;171;yes;no;cellular;8;aug;73;6;-1;0;unknown;no
3945;42;entrepreneur;married;tertiary;no;157;yes;yes;unknown;7;may;650;1;-1;0;unknown;no
3946;28;admin.;married;secondary;no;934;yes;no;unknown;4;jul;53;2;-1;0;unknown;no
3947;48;blue-collar;married;secondary;no;-19;no;yes;unknown;4;jul;270;1;-1;0;unknown;no
3948;51;management;single;tertiary;yes;-55;yes;no;cellular;18;aug;119;6;-1;0;unknown;no
3949;38;housemaid;married;primary;no;21;no;no;cellular;26;aug;634;2;-1;0;unknown;no
3950;27;blue-collar;single;secondary;no;14;no;no;unknown;14;may;72;2;-1;0;unknown;no
3951;50;technician;single;secondary;no;246;yes;no;cellular;17;nov;270;1;123;2;failure;no
3952;44;blue-collar;married;primary;no;887;yes;no;cellular;12;may;165;2;363;1;failure;no
3953;40;management;married;tertiary;no;51;no;no;cellular;19;aug;164;2;-1;0;unknown;no
3954;29;services;single;secondary;no;-287;yes;no;cellular;18;may;196;1;-1;0;unknown;no
3955;34;services;married;secondary;no;0;yes;no;cellular;14;jul;78;4;-1;0;unknown;no
3956;44;self-employed;single;tertiary;no;2734;yes;no;cellular;12;may;897;4;-1;0;unknown;yes
3957;50;entrepreneur;married;tertiary;no;52;no;no;cellular;31;jul;22;8;-1;0;unknown;no
3958;34;management;married;tertiary;no;2594;yes;no;cellular;21;nov;161;3;-1;0;unknown;no
3959;54;retired;divorced;primary;no;22;no;no;unknown;20;jun;23;4;-1;0;unknown;no
3960;34;technician;married;tertiary;no;1611;yes;no;cellular;11;may;490;2;-1;0;unknown;no
3961;34;admin.;single;tertiary;no;18;yes;yes;cellular;30;apr;359;1;-1;0;unknown;yes
3962;52;blue-collar;married;primary;no;1331;yes;no;cellular;29;jul;213;2;-1;0;unknown;no
3963;60;unknown;married;unknown;no;7337;no;no;cellular;4;aug;122;1;-1;0;unknown;no
3964;39;management;single;secondary;no;835;yes;no;unknown;29;may;587;4;-1;0;unknown;no
3965;58;retired;married;primary;no;5092;no;no;unknown;11;jun;199;6;-1;0;unknown;no
3966;41;technician;divorced;secondary;no;52;no;no;cellular;20;aug;261;2;-1;0;unknown;no
3967;48;technician;married;secondary;no;10655;no;no;telephone;31;jul;5;3;-1;0;unknown;no
3968;58;management;married;tertiary;no;1831;no;no;cellular;17;nov;1531;1;-1;0;unknown;no
3969;40;self-employed;married;primary;no;92;yes;no;unknown;13;may;92;1;-1;0;unknown;no
3970;48;management;married;tertiary;no;586;yes;yes;cellular;6;may;179;2;-1;0;unknown;no
3971;52;blue-collar;divorced;primary;no;1758;yes;no;unknown;15;may;41;1;-1;0;unknown;no
3972;50;self-employed;married;secondary;no;2061;yes;yes;cellular;29;jan;197;2;244;3;failure;no
3973;25;technician;single;secondary;no;959;no;no;cellular;9;jul;144;5;-1;0;unknown;no
3974;54;retired;married;primary;no;208;no;no;unknown;12;may;255;1;-1;0;unknown;no
